word,meaning,dailyKey
educar,"v. t. a) (promover a educação de) kuwundla v. t. b) (transmitir saber a; dar ensino a; instruir) kujóndzísa, kufúndhísá v. t. c) (domesticar, domar) kulétélá v. t.",20310601
querido,1. adj. -á kurhándzéká loc. adj. 2. s. m. murhándziwa (mu-va). || [querida]: (tratamento afectuoso a uma mulher) ton'wá (ri-ma).,20310602
lindo,adj. -á kusaseka loc. adj.,20310603
duvidar,v. t. & i. kukánákána; kukálá kutshémbá; kusándzá v. t. & i.,20310604
sonhar,ut. & i. lórhá v. t. & i.. Ex.: Sonhei com o João. Ndzilórhé João. Ex.: Sonhei que era professor. Ndzilórhe na ndzili mujóndzísi.,20310605
caminho,s. m. a) ndlela (yi-ti). || [caminho a pé posto]: mpfutla (mu-mi). b) (saída) mukhandlu (mu-mi).,20310606
falar,"v. i. kuvúlávúla, kukhúlúma v. i. || [falar alto]: kupólómbá, kukwángúlá, kuhókómútéka, kuhókólóka v. i. || [falar com alguém à distância, gritando]: kulengéléta, kuléngétá v. i. || [falar com alguém que está perto em voz alta]: kuwówórhéka v. i. || [falar com voz estridente]: kucwángúlá, kucwéngá v. i. || [falar com os seus botões, falar de si para si]: kubzélá tsólo (idiom.). [cf. dizer, joelho]. || [falar muito de tal maneira que se não escute o que os outros têm a dizer]: kuphuphurhuka, kubzáká v. i. || [falar agressivamente, sem respeito]: kutlarhula v. i. || [falar por falar]: (falar à toa, sem razão) kuvúlávúléla lómó v. i.",20310607
interpretar,"v. t. a) (explicar, comentar) kuhlamusela | kutlhamuxela v. t. b) (traduzir de uma lingua para outra) kutólóká v. t. (A) tolk. c) (Tea.) (representar) kukómbísa v. t.",20310608
desejar,"v. t. kunavela, kuxuva, kurhándzá, kulává v. t. || [desejar um alimento apetecível que esta à vista]: kudókóléla, kumbilukela v. t. & i.",20310609
calar,"v. t. a) (fazer calar) kumíyétá v caus. b) (não dizer; ocultar) kumíyélá, kufíhlá v. t. || [calar, deixar de dizer qualquer coisa, devido ao medo]: kucívá v. t. 2. v. i. & pron. kumíyélá v. i.",20310610
desenvolver,"v. t. a) kukúlísá, kuhluvula, kuhluvukisa v. caus. b) (desembrulhar) kutlhanthambuta v. t. 2. v. pron. a) kukúlá, kuhluvuka v. i. b) (desembrulhar) kutlhan-tlhambuka v. i.",20310611
rio,"s. m. nambu (mu-mi) (plural: milambu/minambu), combe (ri-ma). || [lugar do rio onde se tira água, se banha e se lava roupa]: combe (ri-ma). || [poção, o lugar mais fundo do rio]: nkotí, nsinga (mu-mi), xiziva (xisvi), dzíngo (ri-ma).",20310612
assumir,"v. t. a) (tomar sobre si ou para si; assumir a responsabilidade de) kuyamukela, kurhwálá v. t., kutiyángúléla v. pron. b) (entrar no exercício de) kutéká v. t. c) (adoptar, exibir) kukómbísá v. t. 2. v. pron. a) (aceitar a própria condição) kutitéká v. pron. b) (declarar-se, reconhecer-se) kutivúlá, kutihláyá v. pron.",20310613
atrasar,"v. t. a) (pôr para trás, fazer recuar) kutlhelisa, kuhlehlisa v. caus. b) (fazer demorar) kuxwétá, kuxwélísá v. caus. c) (adiar) kuthindhekisa v. caus., kudiyara v. t. (P) adiar, kudiyarisa v caus. (P) adiar. 2. v. pron. a) (recuar) kuhlehla v. i. b) (atrasar-se) kuxwela, kuxeliwa v. i. c) (ficar para trás) kusálá, kusálélá v. i.",20310614
influenciar,"v. t. kutlúlétá, kukóká v. t. 2. v. pron. kuyán'wélá, kutékéléla v. i.",20310615
encantar,"v. t. a) (lançar encantamento ou magia sobre; enfeitiçar) kuloya v. t. b) (transformar (pessoa) em outro ser, por artes mágicas; tornar invisível; fazer desaparecer) kusalamusa v. t. c) (seduzir, maravilhar) kukóká, kukhómá (mbilú) v. t. || [encantar com amavios]: kukotsola, kujá mbilú v. t. d) (causar extremo prazer a; deliciar) kudélísá, kukhánísá, kutsakisisisa v. caus.",20310616
melhorar,1. v. t. kuyampsisa v. caus.. 2. v. i. kuyampsa v. i.,20310617
determinar,"v. t. a) (decidir) kutsémá, kubóhá v. t. b) (marcar, assinalar) kufunga v. t. c) (indicar, fixar) kubóhá v. t. Ex.: determinar a data do casamento kubóhá síkú rá múchádu.",20310618
empreender,"v. t. kuyendla, kutirha; kusúngúlá (nténgó, bindzú, nongóso) v. t. [of. empreendimento].",20310619
gente,"s. f. a) (quantidade maior ou menor de pessoas indeterminadas) vanhu (va). b) (o ser humano; homem, pessoa) munhu (mu-va). c) (família ou empregados) njangu (mu-mi), nghámú (yi-ti). d) (habitantes de determinada localidade, região ou país; população) xitshungu (xi-svi), vayákitíkó (va). e) (povo) vanhu (va), tíkó (ri).",20310620
documentar,"v. t. (fundamentar, justificar) kutíyísá v. caus.; kuhlamusela, kusékétéla v. t.",20310621
promover,"v. t. a) (fazer desenvolver) kukúlí-sá, kuhluvukisa, kuyisá máhlwéni, kuyisa phámbení v. caus. b) (impulsionar) kukucetela v. t. c) (provocar, originar) kutumbuluxa v. caus. d) (elevar a (cargo ou categoria superior)) kukhwélísá, kutlakusa v. caus.",20310622
orientar,"1. v. t. a) (determinar a posição de (um lugar) em relação aos pontos cardeais) kukhomisa moya v. caus.. b) (dirigir, guiar) kufambisa, kurhangela, kuthiya v. t.. c) (dar instruções) kulawula; kulerisa, kutshinya v. t.. d) (Moç.) (pop.) (prestar ajuda a, tirar de dificuldades) kupfuna, kupfuneta, kulamulela, kutsutsumela v. t., kuoriyentara, kuxjudara v. t. (P) ajudar, kuhelepa v. t. (1) help. 2. v. pron. (informar-se, inteirar-se) kutiva; kumamela, kuvutisa v. i.",20310623
céu,"s. m. a) (firmamento, abóbada celeste) xibakabaka (xi-svi). b) (atmosfera) mpfhuká (mu-mi). c) (Rel.) tilo (ri-ma), matilweni (ku). d) (fig.) (paraiso) matilweni (ku).",20310624
integrar,"v. t. kuhlanganisa v. caus., kupátsá v. t. 2. v. pron. kutihlángánísa v. pron., kuhlengela v. i.",20310625
chuva,"s. f. mpfílá (yi-ti). || [chuva passageira]: muhahé (mu-mi). || [chuva miudinha prolongada, geralmente depois de uma grande chuvada]: mpfumbí (mu-mi).",20310626
sorrir,"v. i. kub'onyozela, kuhlekelela, kun'wayitela, kurhun'wata v. i.",20310627
escola,"s. f. xíkólo | xikóle, xikóbve (xi-svi). (P).",20310628
cair,"v. i. a) (tombar) kuwa v. i. b) (descer sobre a terra, por exemplo, a chuva) kuna v. i. c) (sucumbir, morrer) kufá v. i. d) (descer, abaixar) kuxika v. i. e) (ser bem aceite; descer bem (geralmente bebida alcoólica)) kuyela v. apl., kuyehla, kungíríméla v. i. f) (diminuir de nível, ou de valor; sofrer redução; baixar, diminuir) kuxika, kupúmbéká v. i. g) (perder a qualidade; tornar-se pior, ou aquém das expectativas) kuwa v. i. h) (apresentar falha ou interrupção no seu sistema de comunicação) kutséméká v. i. i) (ser destituído de poder, cargo, função, etc.) kususiwa, kukhipiwa, kuxixiwa v. pass. j) (ceder em detrimento do dever ou da virtude, ou da honra, entregar-se à prostituição) kuwa v. i. || [cair (a pele, o cabelo)]: kukundzumuka v. neutr. pass || [cair (por exemplo, a pele da serpente que muda)]: kugúvúka v neutr. pass || [cair (o fruto excessivamente maduro e mole)]: kudzana v. i. || [cair (as folhas das árvores no outono)]: kudzudzeka, kuhohloka v. neutr. pass || [cair mal (comida, bebida, remédio)]: kuhámbúlá, kunyényá v. t. || [cair em cascata, em catadupa]: kuwawamuka v. i. || [cair (para dentro de um buraco)]: kuhójóméla v. i. || [cair (para dentro, como uma rolha numa garrafa)]: kundzondzomela v. i. || [cair em si]: kuqavuka v. i.",20310629
brincar,"v. i. a) kutlángá v. i. b) (gracejar) kumpfhava, kutlángá, kubúlá v. i., kutlángísá, kubúlísá v. caus. c) (fazer traves suras. Diz-se das crianças.) kuhuha v. i.",20310630
lamber,"v. t. kunámpsá, kunámpsélá v. t. || [lamber, por exemplo, os dedos depois de comer]: kukómpsá, kulákátsá v. t.",20310701
arrumar,"v. t. a) (colocar em ordem) kuvékétéla, kulungisela v. t., kurumara v. t. (P). || [arrumar em filas]: kuxoxela, kuxaxameta v. t. b) (pôr de lado) kutshika, kuvéka hí tlhélo v. t., kurumara v. t. (P). 2. v. pron. a) (preparar-se) kutilungísa, kutilungíséla | kutilunghisa, kutilunghiséla v. pron. b) (avir-se, arranjar-se) kutivónéla, kutiláyíthéla v. pron.",20310702
preservar,"1. v. t. (livrar de algum mal; resguardar, conservar) kulwela, kuvhikela, kusírhélá; kuhlayisa, kuvékísá v. t. 2. v. pron. kutivhikéla, kutisírhélá; kutíhlayísa, kutivékísá v. pron.",20310703
caminhar,"v. i. kufámbá v. i. || [caminhar em fila ou em massa]: kuchólólóka v. i. || [caminhar no areal]: kuchefula v. i. || [caminhar pesadamente com os pés cheios de lama]: kudabula v. i. || [caminhar completamente nu]: kubzámbúlá v. i. || [caminhar completamente nu. Diz-se do homem.]: kucámbúla v. i. || [caminhar atirando com os braços]: kucápátá v. i. || [caminhar bamboleando as ancas com movimentos alquebrados da cintura]: kudzéngényéka | kudzényéngéka v. i., dzéngényéko-dzéngényéko | -dzényéngéko-dzényéngéko ideo. || [caminhar com dificuldade]: kusúmbálétá v. i. || [caminhar, viajar de noite]: kukitsa v. i.",20310704
partilhar,"1. v. t. (distribuir) kuyavela, kuphakela v. t.. 2. v. i. (tomar parte; participar) kuhlengela v. i.",20310705
ajudar,"v. t. a) (dar ajuda a; auxiliar) kupfuna, kupfuneta v. t., kuhélépá v. t. (1) help, kuxjudara v. t. (P). b) (socorrer) kulamulela, kutsutsumela v. t. 2. v. i. a) (dar ajuda, prestar auxílio a alguém) kupfuna, kupfuneta v. i. 3. v. pron. a) (valer-se, aproveitar-se, socorrer-se; prestar auxílio a si mesmo) kutipfúná; kutiláyíthéla v. pron.. b) (auxiliar-se reciprocamente) kupfunana, kupfúnétána v rec. || [auxiliar-se reciprocamente com ideias]: kuvónísána, kutlhávúkányísána, kukómbísána v rec.",20310706
novo,"1. adj. -mpsha adj., -á nyiwana loc. adj. || [de novo]: kambe, futshi futhi adv. 2. s. m. a) nyiwana (yi-ti). b) (ser vivo novo e ainda fraco (por exemplo, uma criança, uma planta) dakanyela (ri-ma).",20310707
cantar,"v. t. & i. kuyímbéléla, kuyímbá, kuvhuma v i; kuríngá v. i. (Diz-se do galo.). || [cantar a solo]: kuhlavela v. i. || [cantar o soprano, a voz aguda]: kukénkélá | kunkénkélá v. i. || [cantar o baixo, a voz grave]: kubensa v. i. || [cantar o estribilho]: kutékéléla v. i. || [cantar em voz alta]: kuhókómútéka, kuhókólóka v. i. || [cantar com voz estridente]: kucwángúlá | kukwángúlá v. i. || [cantar fora do tom]: kupéngá, kudiyoza v. i.",20310708
ler,"v. t. kuhlaya v. t., kulérá v. t. (P).",20310709
suave,"adj. a) -á kuvévúká, á lúla; -á kún'qénga loc. adj.. || [ser suave, fino]: kuvévúká v. i. . b) (macio) -á kuthámbha loc. adj.. c) (brando, harmonioso; que enternece ou comove) -á kunándzíhá; -á kudélísá; -á kukhómá mbilú loc. adj.",20310710
enriquecer,"v. t. kufúwísá, kududisa v. caus. kuganyisa v. caus. (P) ganhar. 2. v. i. & pron. kufúwá, kuganya (P) ganhar. || [enriquecer de repente, ser bem sucedido na vida]: kuchémúlá, kudzúmúká v. i.",20310711
manter,"1. v. t. a) (prover do necessário à subsistência, sustentar) kujisa | kudlisa, kuphamela v. t. . b) (observar, cumprir) kulandza v. t. . c) (conservar, guardar) kuhlayisa, kuvekisa v. t.. 2. v. pron. a) (alimentar-se, sustentar-se) kuja | kudla v. t. . b) (conservar-se, permanecer) kutshama v. i. . c) (resistir com êxito) kusiksela, kusimama v. i.",20310712
correr,"v. i. a) kutsutsuma v. i. || [correr para]: kutsutsumela v. apl. || [correr atrás de, perseguir]: kucácárhísa, kucaca, kuhlóngólísa, kuhlóngólá v. t. b) (escorrer - como os líquidos) kudlúrúrúka v. i. || [correr com ruído característico, como o das águas do rio]: kuchuluka v. i. || [correr fundo e rapidamente, como o rio antes de atingir o nível de inundação]: kucunga v. i. c) (movimentar-se rapidamente, como as crianças entregues às suas brincadeiras) kucácárhátéka v. i. d) (movimentar-se rapidamente e rente ao chão. Diz-se dos passaros.) kudlodloma v. i.",20310713
admirar,"1. v. t. a) (causar admiração, surpresa, espanto, etc. a) kuhlámálísa v. caus. b) (respeitar) kuchává; kudzuna, kukhensa v. t. 2. v. pron. (admirar-se, sentir admiração) kuhlámálá v. t.",20310714
gritar,"v. i. a) kuhúwéléla, kupólómbá, kubá huwa v. i. || [gritar por socorro]: kubá nyándha v. t. || [gritar de dor]; kutlómbá | kutlwémbá v. i. || [gritar com voz estridente]: kucwángúlá | kukwángúlá v. i. b) (falar aos berros) kubóngósá | kuvókótsá v. i.",20310715
despertar,"v. t. a) (tirar do sono, acordar) kupfúxá v. t. b) (excitar, estimular) kuhlohlotela, kukucetela v. t. c) (fazer nascer, dar origem a) kupfúxá, kuvanga v. t. 2. v. i. a) (sair do sono) kupfúká v. i. || [despertar num sobressalto]: kukhindlímúka, kube-bemuka, kudlámbúlúka kudzámbúlúka v. i. b) (aparecer, mostrar-se) kuvónéká v. i. c) (o sol) kutsuvuka, kuhúmá v. i. d) (a lua) kuthwásá v. i.",20310716
solucionar,"u. t. kutlhantlha, kutsémá t.",20310717
mar,s. m. lwandle (ri-ma).,20310718
árvore,"s. f. nsinya, murhí (mu-mi). || [árvore genealógica]: rixakaviri (ri-ti). || [árvore de natal]: ximurháná (xi-svi).",20310719
descrever,"v. t. a) kutshandza, kuhlavutela; kukómbísá v. t. b) (fazer, produzir, movimentando-se; traçar) kuyendla, kutsálá Ex.: O avião descreveu circulos no ar. Xihahampfhuká xítsálé svírhendzévutána ámpfhukéni. || [descrever uma curva]: kujika, kupótsólóka v. i.",20310720
lua,"s. f. a) n'weti (mu-mi), nyanga (yi-ti). (cf. mês). || [lua nova]: n'weti wa le xinyameni. || [quarto crescente): (primeiro quarto) n'weti wa kuthwasa. || [lua cheia]: n'weti wa kusima, n'weti wa kubasa. || [quarto minguante: (segundo quarto) n'weti wa kupela. . b) (espaço de um mês lunar) hweti | n'hweti (yi-ti) . c) (fam.) (menstruação) tihweti | tin'hweti (ti), svá le henhla (svi).",20310721
identificar,"v. t. a) (determinar a identidade, a origem, a natureza, as características de) kutívá; kutsúmbúlá; kuhámbánísa v. t. b) (tornar idêntico, igual) kufánánísa v. caus. 2. v. pron. (identificar-se, revelar-se) kutivúlá, kutib'álá, kutitívísá v. pron.",20310722
inspirar,"v. t. a) (introduzir ar nos pulmões) kuhuhutela v. t. b) (estimular o pensamento ou a actividade criadora; fazer conhecer sobrenaturalmente) kupfuletela, kuhlavutela v. t. c) (fazer sentir, incutir) kupfúxá v. caus., kuchela, kukuca v. t. 2. v. i. (respirar, introduzir (ar) nos pulmões) kukóká moya v. i.",20310723
prevenir,"v. t. a) (dispor ou preparar antecipada e preventivamente) kusívélá, kulúmúkéla, kuvhimbela v. t. b) (proibir) kutsimba, kutsimbisa, kuyálísá v. t. c) (avisar) kutívísá, kuvhúsá v. t. 2. v. i. (acautelar-se, defender-se) kutivónélá v. pron., kutibasópa v. pron. (H) passop. 3. v. pron. a) (acautelar-se, preparar-se, precaver-se) kutilulámísa, kutiyímíséla v. pron. b) (armar-se, apetrechar-se, premunir-se) kulóngá, kuhlómá v. t.",20310724
governar,"v. t. kufúmá, kutóngá; kulawula, kurhángélá v. t.",20310725
envolver,"v. t. a) (abranger, abarcar) kuyaneta kuyeneta, kuyangamela, kukátsá, kurhendzela; kupátsá, kufikela v. t., kuhlanganisa | kutlhanganisa v. caus. b) (trazer em si; encerrar, conter) kutamela, kuva ni v. i. c) (seduzir, cativar, prender, enlear, aliciar, atrair, encantar) kukóká, kukhómá (mbilú); kuxengetela v. t. d) (cercar, rodear) kurhéndzélá v. t. e) (enredar; comprometer) kuphásá v. t., kunghénísá, kupétá v. caus. f) (trazer como consequência; originar) kuvanga, kutumbuluxa v. t. g) (cobrir, toldar) kufúnéngéta, kupambela v. t. h) (cobrir, enrolando; embrulhar) kuphutsela v. t. 2. v. pron. a) (tomar parte; intrometer-se) kunghénélá, kupélá v. i., kutinghéníséla, kutipétá v. pron. b) (embrulhar-se; ocultar-se) kutiphutséla v. pron. c) (misturar-se, mesclar-se, confundir-se) kupfílúngána v. i. d) (relacionar-se afectiva e/ou sexualmente com outrem) kufámbélána másángu v. rec.; kudzahisana (fole) v. rec. (fig.) [cf. fumar, tabaco].",20310726
festejar,v. i. kukúlúngéla; kuyendla nkhuvu v. i.,20310727
baixar,"v. t. a) (fazer descer) kuxixa | kuchixa, kuxikisa, kuyehlisa, kurhelelisa v. caus. b) (diminuir) kupúmbá v. t. 2. v. i. a) (descer) kuxika | kuchika, kungíríméla, kuyehla, kurhelela v. i. || [baixar. Diz-se do nível de água, o caudal de qualquer bacia hidrográfica]: kupshá b) (diminuir) kupúmbéká v. neutr. pass c) (assentar, descer para o fundo do recipiente, por exemplo, o sedimento) kukhima, kudzíká v. i. d) (internar-se, em enfermaria, hospital, etc., para tratamento) kubaxara v. i. (P). e) (Rel). (manifestar-se (um espírito) na mente ou no corpo de um médium); incorporar-se) kuhúmá v. i. 3. v. pron. (curvar-se, dobrar-se) kukorhama | kukarhama v. i.",20310728
proporcionar,"v. t. a) (tornar proporcional; harmonizar, acomodar) kutwánánísa, kuyelanisa v. caus. b) (dar, apresentar) kunyíká, kuhá v. t., kutisela, kupfumelela v. apl.",20310729
inovar,"v. t. a) (criar) kutsámbá | kugámbhí, kusúmá v. t. b) (introduzir novidade em) kuyisá máhlwéni, kuhluvukisa; kupfúxá, kuyampsisa v. caus.",20310730
fornecer,"v. t. kulóngísá v. caus., kunyíkélá, kunyíká v. t.",20310731
bom,"adj. -nene adj., -á hombé loc. adj. 2. s. m. a) (tudo o que é bom) vunéné (vu). b) (avaliação escolar positiva) bóm (mu-va). (P).",20310801
impulsionar,"v. t. (impelir, impulsionar) kususumeta v. t.",20310802
horizonte,"s. m. a) (linha do horizonte) magimamusi (ku), vugimamusi (vu). b) (perspectiva) lángútélo (ri-ma).",20310803
escrever,"v. t. kutsálá, kubala v. t. (Z). [escrever versos]: kuphátá v. t.",20310804
meditar,"1. v. t. (pensar em; ponderar) kupimisa, kuyanakanya, kuyehleketa, kuqavanga v. t., kuja ngqhondho v. i., kúdúú ideo. 2. v. i. (orar mentalmente, reflectir) kutiyanakanya v. pron.",20310805
transmitir,"v. t. kutlúlétá; kupálúxá, kuhángálása v. t., kuhundzisela v. apl.",20310806
simplificar,"s.t. kunabzalisa, kuvévúkísa, kuwólóvísa v. caus.",20310807
coordenar,"v. t. a) (manter ou tornar sincrónico e harmonioso) kutwánánísa, kuyelanisa v. caus. b) (dispor segundo certa ordem e método; organizar; arranjar) kulongoloxa; kulungisa kulunghisa v. t. c) (organizar e/ou dirigir, dando orientação) kurhángélá, kufámbísá v. t. d) (ligar, interligar) kuhlanganisa kutlhanganisa, kutwánánísa v. caus. 2. v. pron. (ligar-se, conectar-se, interligar-se, coerentemente) kuhlangana kutlhangana v. i.",20310808
dormir,"v. t. kuyetlela, kusivama v. i. kutetela v. i. (infantil). || [dormir de costas]: kuhánámá v. i., kugáa ideo. || [dormir de bruços]: kupavalala kubavalala, kubavalasa, kubavanana v. i.",20310809
conhecer,v. t. kutívá v. t.,20310810
nadar,"v. i. a) kuhlambela, kuhlambeta, kubambela v. i.. || [nadar, por exemplo, no lago ou na piscina]: kukhida, kutlomutela, kubuma, kubukuxa v. i.. b) (flutuar, como o pato, o crocodilo, etc.) kudzandzamela v. i.",20310811
acreditar,"v. t. a) kukhólwá, kutshémbá v. t. b) (Rel.) (ter fé em) kupfumela v. t. [cf. crer]. c) (credenciar, por exemplo, um embaixador) kuyamukela v. t.",20310812
discutir,"v. t. kuhólóvísána, kudzólóngána, kukánétána, kuténgísána, kuphikizana | kuphikisana v. rec. 2. v. i. a) (altercar) kuhólóvá v. i. b) (discutir, manter conversações) kudókádókísána, kuvúlávúlísána v. rec. || [discutir de forma amigável]: kubúlísána v. rec. || [discutir instruindo, admoestando um ao outro]: kukómbísána v. rec. || [discutir continuamente, como fazem os maus vizinhos]: kudzíngínyéka v. i.",20310813
eco,"s. m. xiwungutana (xi-svi), ngulumelo (yi-ti); mpfumawulu (mu-mi).",20310814
monitorar,v. t. kuvonelela v. t.,20310815
aceitar,"v. t. a) (anuir) kupfumela, kuyamukela v. t. b) (acreditar) kukhólwá v. t. c) (assentir em coro as palavras do adivinho) kuvhuma. v. t.",20310816
dançar,"v. i. kucíná kukiná v. i., kudansa v. i. (P). || [dançar rebolando vigorosamente as ancas]: kunghunyuta v. i. || [dançar com movimentos vigorosos, levantando bem alto os joelhos e batendo com os pés no mesmo lugar]: kuchóngólá, kugima v. i.",20310817
aproveitar,"v. t. a) kulolosa, kutirhisa v. t. b) (utilizar para evitar que se estrague mais tarde; aproveitar, tornar proveitoso; usar aquilo de que alguém já não precisa.) kulondzovota, kulondzola v. t. 2. v. pron. a) (usar o máximo possível e até ao excesso) kulolosa v. t. b) (tirar proveito de) kulondzovota v i, kuprovhetara v. i. (P). c) (aproveitar-se de uma ocasião ou circunstância favorável) kutsópélá v. t. (fig.) [cf. dependurar-se), kukuma boléya v. i. (P).",20310818
avaliar,"v. t. a) (estabelecer a importância, o valor ou o preço) kupima (nkoká) v. t. b) (fig.) (apreciar, ajuizar) kukámbá, kupimanisa v. t. 2. v. pron. kutivóná, kutikúmá v. pron.",20310819
reconhecer,"1. v. t. a) (conhecer de novo (quem se tinha conhecido em outro tempo)) kurímúká, kukhúmbúká, kukhúmbúlá, kuyanakanya; kutívá v. t. b) (admitir como certo) kuyamukela v. t. || [reconhecer uma falta depois de a ter negado]: kudzandzuka v. i. (fig.) [cf. imergir]. c) (averiguar, explorar) kuxíyá, kumámélá, kuválángá, kukámbísísa, kuvónísísa v. t. d) (admitir como bom, verdadeiro ou legítimo) kutíyísá v. t. e) (agradecer) kutlángélá, kukhensa, kub'onga v. t. 2. u.pron (declarar-se, reconhecer-se) kutivúlá, kutihláyá v. pron.",20310820
dia,s. m. a) (de horas) síkú (ri-ma). b) (o intervalo entre uma noite e outra) nhlékanhí (mu-mi). || [de dia]: nínhlékanhí adv.,20310821
calma,"s. f. vukhwátsi (vu), kurhúlá (ku), 2. interj. kurhúlá interj., rhúla interj. (a um interlocutor); rhúláni interj. (a mais de um interlocutor).",20310822
areia,"s. f. a) sává (ri-mi). (geralmente no plural). b) (o grão de areia) nsává (mu-mi). c) (terra solta) xipfunye (xi-svi) pfunye (ri-ma). || [areia movediça]: xitsevétsevé, xibohló (xi-svi).",20310823
comunicar,"v. t. a) (anunciar) kutívísá v. caus., kuvíká kubíká, kuvíkélá kubikéla v. t. b) (ligar, unir) kuhlanganisa v. caus. c) (transmitir, contagiar) kutlúlétá v. t. 2. v. i. (estabelecer comunicação, entendimento, conversação, convívio; comunicar-se) kuhlangana, kutwáná, kufámbélána v. rec. 3. v. pron. a) (tornar-se comum; transmitir--se, propagar-se) kutlúlélá v. t. b) (travar ou manter entendimento; entender-se, dialogar) kutwáná; kuvúlávúlísána v. rec. c) (unir-se, ligar-se) kuhlangana v rec.",20310824
imprimir,"v. t. a) (na prensa) kukándzíyísa, kukhandlisa | kugandlisa, v. caus. b) (na impressora) kuimprimira v. t. (P).",20310825
respirar,"v. i. & t. kuhéfémúla i. & t. || [respirar com dificuldades]: kuhéfémútéka, kutlhákámá v i, kutlháka-tlháka ideo. || [respirar com dificuldade, sorvendo o ar de tempos a tempos]: kukálútá v i, kukálu-kálu ideo.",20310826
apurar,"v. t. a) (livrar de impurezas) kubasisa, kuténgísá, kuténgáháta v caus. || (apurar, afinar (metais)) kuríngá v. t. b) (aperfeiçoar, aprimorar) kuhétísékísa v. caus., kukúlúngá, kukúlúmpsá v. t. || (apurar, tornar mais concentrado, ou saboroso, por meio do acréscimo de temperos e/ou de ebulição demorada) kutokotisa v. caus. c) (seleccionar) kuhlawula, kulángá, kukhétá v. t. d) (receber, arrecadar) kukuma, kuyamukela v. t. e) (conhecer ao certo; averiguar) kutívísísa, kukámbá kukámbísísa v. t., kusecha v. t. (1) search. f) (fig.) (aguçar, aplicar) kurhíyá, kupfula v. t. Ex.: apurar o ouvido kurhíyá ndlevé. 2. v. i. & pron. a) (tornar-se puro) kubasa, kuténgá v. i. b) (aperfeiçoar-se) kutiyampsísa v. pron. kuhétíséka v. i. c) (tornar-se mais suculento, por meio de ebulição demorada) kutokota v. i. 3. v. pron. a) (vestir-se com primor e elegância; esmerar-se no trajar) kuhavela, kutháyá, kudárá, kuzényá, kubómbá kuvómbá, kuchépá v. i. (1) shape, kutichúná v. pron. (Al) schön. b) (perder a calma; irritar-se) kuhlúndzúká, kuvila v. i. c) (caminhar apressadamente; apressar-se) kugányúla, kukhápúlá; kuhatlisa v. i.",20310827
decidir,"v. t. kutsema, kubóhá v. t., kudisidira v. t. (P). 2. v. pron. kutiyimíséla v. pron.",20310828
descansar,"v. t. (permitir descanso) kuhúmútá, kuwisisa v. caus. 2. v. i. kuhúmúlá, kuwisa v. i. || [descansar durante a parte mais quente do dia; fazer a sesta]: kudzúmbá v i, kudixkansara v. i. (P).",20310829
quente,adj. 2 gen. -á kuhísá loc. adj.,20310830
negociar,"v. t. a) (fazer negócios; exercer o comércio) kuxavisa, kubindzulisa v. t.. b) (promover o andamento de, ajustar) kulandza v. t.. c) (ajustar, combinar) kutwanana v. t.. d) (manter relações para concluir tratados ou convénios) kukanelisana, kuvulavulisana v. t.",20310831
aprender,"v. t. & i. kujóndzélá, kujóndzá, kufúndhélá, kufúndhá v. t. & i.",20310901
superar,"v. t. a) (vencer, subjugar, dominar) kuhlúlá v. t. . b) (destruir, devastar, arrasar, aniquilar) kuhohlota | kugolhoza, kuwónhá, kuwónhétéla, kukhúkhúmbá v. t. . c) (livrar-se de, afastar) kubákányá, kubákányísa v. t. . d) (exceder, ultrapassar) kutlúlá, kuhundza, kunhlúlá v. t. . e) (levar vantagem a; sobrepujar) kuhlúlá, kupatsula v. t.",20310902
esconder,"v. t. a) (ocultar (algo)) kutumbeta v. caus., kufíhlá, kutlhota v. t. b) (ocultar (algo) a) kufíhlélá, kutlhotela v. apl. 2. v. pron. kutumbela v. i., kutifíhlá, kutitlhótá v. pron. || [esconder-se, pondo-se de cócoras]: kubzatama v. i.",20310903
colaborar,v i kutirhisana v rec.,20310904
espera,"s. f. a) kurindzela (ku), rindzelo (ri-ma). b) (lugar de espera) vurindzelo (vu). c) (emboscada) xirindzéla (xi-svi).",20310905
sol,s. m. a) (estrela em torno da qual giram a Terra e os outros planetas do sistema solar; a luz do sol) jambu dlambu (ri-ma) . b) (0 calor do sol) mumú (mu-mi).,20310906
unir,"1. v. t. a) (unificar) kuhlanganisa | kutlhanganisa v. caus. . b) (ligar) kutlhávínyéta, kukhúlékéta v. t. . c) (conciliar, harmonizar) kutwánánísa, kuyelanisa, kufámbélánísa v. caus. . d) (ligar pelo matrimónio) kuchatisa | kuchadisa v. caus.. 2. v. pron. a) (unificar-se) kuhlangana | kutlhangana v. rec. . b) (ligar-se) kutlhávínyétána, kukhúlékétána v. rec. . c) (conciliar-se) kutwánáná v. rec. . d) (ligar-se pelo matrimónio) kuchata | kuchada v. i.",20310907
